l_includes|l_model_number|l_series|l_color|l_type|l_suitable|l_power|l_gm_type|l_gm_capacity|l_processor_name|l_processor_generation|l_ssd|l_ssd_capacity|l_ram|l_ram_type|l_clock_speed|l_expandable_memory|l_graphic_processor|l_number_cores|l_Id_id|created_at|updated_at
Laptop, Power Adaptor, User Guide, Warranty Documents|FX506LI-HN271TS|TUF Gaming F15|Black Plastic|Gaming Laptop|Gaming, Processing & Multitasking|150 W AC Adapter|GDDR6|4 GB|Core i5|10th Gen|Yes|512 GB|8 GB|DDR4|2.5 GHz to max turbo frequency at 4.5 Ghz|No description available|NVIDIA GeForce GTX 1650 Ti|4.0|820||
Laptop, Battery, Adapter, Cables and User Manuals|Vostro 3400|Vostro|Dune|Thin and Light Laptop|Everyday Use, Processing & Multitasking|No description available|No description available|No description available|Core i3|11th Gen|Yes|256 GB|4 GB|DDR4|1.7 GHz with Max Turbo Frequency Upto 4.1 Ghz|No description available|Intel Integrated UHD|2.0|821||
Laptop, Power Adaptor, User Guide, Warranty Documents|A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA|Aspire 7|Black|Gaming Laptop|Gaming|3-pin 135 W AC Adapter|GDDR6|4 GB|Core i5|10th Gen|Yes|512 GB|8 GB|DDR4|2.4 GHz with Turbo Boost Upto 5 GHz|32|NVIDIA GeForce GTX 1650|0.0|822||
Laptop, Power Adaptor, User Guide, Warranty Documents|G512LI-HN305T|ROG Strix G15 (2020)|Black Plastic|Gaming Laptop|Gaming, Processing & Multitasking|150W AC Adapter|GDDR6|4 GB|Octa Core i7|10th Gen|Yes|1 TB|16 GB|DDR4|2.2 GHz with Turbo Boost Upto 5.0 GHz|Up to 32 GB|NVIDIA GeForce GTX 1650 Ti|8.0|823||
Laptop, Power Adaptor, User Guide, Sleeve, Rog Eye Clip webcam|GA401II-HE233T|Zephyrus G14|Moonlight White|Gaming Laptop|Gaming|180W AC Adapter|GDDR6|4 GB|Ryzen 5 Hexa Core|4th Gen|Yes|512 GB|8 GB|DDR4|3.0 GHz (8M Cache, up to 4.0 GHz)|24GB|NVIDIA GeForce GTX GTX 1650Ti|6.0|824||
Laptop, Power Adaptor, User Guide, Warranty Documents, Plamrest, Stylus, Stylus Holder|TM420UA-EC501TS|VivoBook Flip 14 (2022)|Bespoke Black|2 in 1 Laptop|Processing & Multitasking|65W AC Adapter|No description available|No description available|Ryzen 5 Hexa Core|No description available|Yes|512 GB|8 GB|DDR4|2.1 GHz with Turbo Boost Upto 4.0 GHz|No description available|AMD Radeon|6.0|825||
Laptop, battery, power adapter, user guide|GF65 Thin 10SDR-1283IN|GF65 Thin|Black|Gaming Laptop|Processing & Multitasking|180W Adapter|GDDR6|6 GB|Hexa Core i5|10th Gen|Yes|512 GB|16 GB|DDR4|2.5 GHz with Turbo Boost upto 4.5 GHz|No description available|NVIDIA GeForce GTX 1660 Ti|6.0|826||
Laptop, Power Adaptor, User Guide|UM425UA-AM502TS|ZenBook 14|Lilac Mist|Thin and Light Laptop|Processing & Multitasking|65 W AC Adapter|No description available|No description available|Ryzen 5 Hexa Core|5th Gen|Yes|512 GB|8 GB|LPDDR4X|2.1GHz (8M Cache, up to 4.0GHz, 6 cores)|No description available|AMD Radeon AMD Radeon Graphics|6.0|827||
Laptop, Battery, Adapter, Cables and User Manuals|Inspiron 5418|Inspiron|Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|2.6 GHz upto Max Turbo Frequency at 4.4 GHz|32|Intel Integrated Iris Xe|4.0|828||
Laptop, Active Pen, Battery, Adapter, Cables and User Manuals|Inspiron 5410|Inspiron|Silver|2 in 1 Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|2.4 GHz upto Max Turbo Frequency at 4.2 GHz|16|Intel Integrated Iris Xe|4.0|829||
Laptop, Battery, Adapter, Cables and User Manuals|INSPIRON 3501|Inspiron|Softmint|Thin and Light Laptop|Processing & Multitasking, Everyday Use|No description available|GDDR5|2 GB|Core i5|11th Gen|Yes|256 GB|8 GB|DDR4|2.4 GHz upto Max Turbo Frequency at 4.2 GHz|16|NVIDIA GeForce MX330|4.0|830||
Laptop, Battery, Adapter, Cables and User Manuals|Inspiron 3501|Inspiron|Accent Black|Thin and Light Laptop|Processing & Multitasking, Everyday Use|No description available|No description available|No description available|Core i5|11th Gen|Yes|256 GB|4 GB|DDR4|2.4 GHz upto max turbo frequency at 4.2 GHz|16|Intel Integrated Iris Xe|4.0|831||
Laptop, Power Adaptor, User Guide|FX516PM-HN157TS|ASUS TUF Dash Series|Eclipse Grey|Gaming Laptop|Gaming|200W AC Adapter|GDDR6|6 GB|Core i5|11th Gen|Yes|512 GB|16 GB|DDR4|2.6 GHz with Turbo Boost Upto 4.4 GHz|32GB|NVIDIA GeForce RTX 3060|4.0|832||
Laptop, Battery, Adapter, Cables and User Manuals|Inspiron 3501|Inspiron|Soft Mint|Thin and Light Laptop|Everyday Use, Processing & Multitasking|No description available|No description available|No description available|Core i3|10th Gen|Yes|256 GB|8 GB|DDR4|1.2 GHz with Max Turbo Frequency Upto 3.4 Ghz|No description available|Intel Integrated UHD|2.0|833||
Laptop, Battery, Adapter, Cables and User Manuals|INSPIRON 3501|Inspiron|Softmint|Thin and Light Laptop|Processing & Multitasking, Everyday Use|No description available|No description available|No description available|Core i3|11th Gen|No|No description available|8 GB|DDR4|1.7 GHz upto Max Turbo Frequency at 4.1 GHz|16 GB|Intel Integrated UHD|2.0|834||
Laptop, Power Adaptor, User Guide, Warranty Documents|14s-DQ2100TU|No description available|Jet Black|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i3|11th Gen|Yes|256 GB|8 GB|DDR4|Max Turbo Boost Frequency Up to 4.10 GHz|Upto 16 GB|Intel Integrated UHD|2.0|835||
Laptop, Power Adaptor, User Guide, Warranty Documents|82BH004HIN|Intel EVO|Slate Grey|Laptop|Everyday Use|No description available|No description available|No description available|Core i7|11th Gen|Yes|512 GB|16 GB|DDR4|No description available|No description available|Intel Integrated Integrated Intel Iris Xe Graphics|0.0|836||
Laptop, Power Adaptor, User Guide, Warranty Documents|Carbon 13ITL5|Yoga Slim 7 Intel EVO|Moon White|Thin and Light Laptop|Processing & Multitasking|65W USB-C Slim AC Adapter|No description available|No description available|Core i7|11th Gen|Yes|1 TB|16 GB|LPDDR4X|2.8 GHz with Turbo Boost Upto 4.7 GHz|No description available|Intel Integrated Iris Xe|4.0|837||
Laptop, Power Adaptor, User Guide, Warranty Documents|D560020WIN9S|No description available|Silver|Laptop|Everyday Use|No description available|No description available|No description available|Core i5|10th Gen|Yes|512 GB|8 GB|DDR3|No description available|No description available|Intel Integrated|0.0|838||
Laptop, Power Adaptor, User Guide, Warranty Documents|D560424WIN9S|No description available|Soft Mint|Laptop|Everyday Use|No description available|No description available|No description available|Core i3|11th Gen|No|No description available|8 GB|DDR4|No description available|No description available|Intel Integrated|0.0|839||
Laptop, battery, power adapter, user guide|GF63 Thin 10SCXR-1617IN / GF63 Thin 10SC-610IN|GF63 Thin|Black|Gaming Laptop|Gaming|120W Adapter|GDDR6|4 GB|Core i7|10th Gen|Yes|256 GB|8 GB|DDR4|2.6 GHz with 5 GHz Max Turbo Boost Frequency|No description available|NVIDIA GeForce GTX 1650 Max Q|0.0|840||
Laptop, Power Adaptor, User Guide, Warranty Documents|14s- DY2501TU|14s|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i3|11th Gen|Yes|256 GB|8 GB|DDR4|4.1 GHz Max Turbo Frequency|No description available|Intel Integrated UHD|2.0|841||
Laptop, Power Adaptor, User Guide, Warranty Documents|AN515-45/ AN515-45-R2GL|Nitro 5|Black|Gaming Laptop|Gaming|3-pin 180 W AC Adapter|GDDR6|6 GB|Ryzen 7 Octa Core|No description available|Yes|256 GB|16 GB|DDR4|3.2 GHz, Max Turbo Boost Frequency Up to 4.40 GHz|32|NVIDIA GeForce RTX 3060|8.0|842||
Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus|UX482EG-KA711TS|ZenBook Duo 14 (2021) Touch Panel|Celestial Blue|Thin and Light Laptop|Processing & Multitasking|65W AC Adapter|GDDR6|2 GB|Core i7|11th Gen|Yes|1 TB|16 GB|LPDDR4X|2.8 GHz with Turbo Boost Upto 4.7 GHz|No description available|Intel Integrated Iris Xe|4.0|843||
Laptop, Power Adaptor, User Guide, Warranty Documents|G512LI-HN118TS|ROG Strix G15 (2020)|Electro Punk Plastic|Gaming Laptop|Gaming, Processing & Multitasking|150W AC Adapter|GDDR6|4 GB|Core i5|10th Gen|Yes|1 TB|8 GB|DDR4|2.5 GHz with Turbo Boost Upto 4.5 GHz|32|NVIDIA GeForce GTX 1650 Ti|0.0|844||
Laptop, Active Pen, Battery, Adapter, Cables and User Manuals|Inspiron 5410|Inspiron|Silver|2 in 1 Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i3|11th Gen|Yes|512 GB|8 GB|DDR4|1.7 GHz upto Max Turbo Frequency at 4.1 GHz|16|Intel Integrated UHD|2.0|845||
Laptop, Battery, Power Adapter, User Guide|Prestige 14 Evo A11M-436IN|Prestige 14 EVO|Carbon Gray|Thin and Light Laptop|Processing & Multitasking|65W AC adapter|No description available|No description available|Core i5|11th Gen|Yes|512 GB|16 GB|LPDDR4X|2.4 GHz with Turbo Boost Upto 4.2 GHz|No description available|Intel Integrated Iris Xe|0.0|846||
Laptop, Power Adaptor, User Guide, Warranty Documents|15s-EQ2040AU|No description available|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Ryzen 5 Hexa Core|No description available|Yes|512 GB|8 GB|DDR4|4.0 GHz Max Turbo Frequency|16|AMD Radeon|6.0|847||
Laptop, Power Adaptor, User Guide, Warranty Documents|A515-45-R9PX|Aspire 5|Silver|Thin and Light Laptop|Processing & Multitasking|45W AC Adapter (3-pin)|No description available|No description available|Ryzen 7 Octa Core|No description available|Yes|512 GB|8 GB|DDR4|No description available|24|AMD Radeon AMD|8.0|869||
Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen|GV301QH-K6463TS / GV301QH-K6028TS|ROG Flow X13 (2021)|Off Black|2 in 1 Gaming Laptop|Gaming, Processing & Multitasking|100 W AC Adapter|GDDR6|4 GB|Ryzen 7 Octa Core|No description available|Yes|1 TB|16 GB|LPDDR4X|2.8GHz with Turbo Boost Upto 4.4 GHz|16|NVIDIA GeForce GTX 1650|8.0|848||
Laptop, Battery, Power Adapter, User Guide|Modern 14 B11MO-092IN|Modern 14|Carbon Gray|Thin and Light Laptop|Processing & Multitasking|65 W AC Adapter|No description available|No description available|Core i7|11th Gen|Yes|512 GB|8 GB|DDR4|1.2 GHz with Turbo Boost Upto 4.7 GHz|No description available|Intel Integrated Iris Xe|0.0|849||
Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen|GV301QH-K5462TS|ROG Flow X13 (2021)|Off Black|2 in 1 Gaming Laptop|Gaming, Processing & Multitasking|100 W AC Adapter|GDDR6|4 GB|Ryzen 9 Octa Core|No description available|Yes|1 TB|16 GB|LPDDR4X|3 GHz with Turbo Boost Upto 4.6 GHz|Up to 16GB|NVIDIA GeForce GTX 1650|8.0|850||
Laptop,TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Stylus Pen|GV301QH-K5062TS/GV301QH-K5460TS|ROG Flow X13 (2021)|Off Black|2 in 1 Gaming Laptop|Processing & Multitasking, Gaming|100 W AC Adapter|GDDR6|4 GB|Ryzen 9 Octa Core|No description available|Yes|1 TB|32 GB|LPDDR4X|3 GHz with Turbo Boost Upto 4.6 GHz|Upto 32 GB|NVIDIA GeForce GTX 1650|8.0|851||
Laptop, Power Adaptor, User Guide, Warranty Documents|E15|ThinkPad E15|Black|Laptop|Processing & Multitasking|45 W AC Adapter|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|2.4 GHz with Turbo Boost Upto 4.2 GHz|No description available|Intel Integrated UHD|0.0|852||
Laptop, Battery, Adapter, Cables and User Manuals|Inspiron 5518|Inspiron|Silver|Thin and Light Laptop|Processing & Multitasking|No description available|GDDR5|2 GB|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|Max Turbo Frequency upto 4.40 GHz|Upto 32 GB|NVIDIA GeForce MX450|4.0|853||
Laptop, Power Adaptor, User Guide, Warranty Documents, Laptop Sleeve, Stylus, USB-A to RJ45 gigabit ethernet adapter, USB-C to audio jack adapter|UX363EA-HP502TS|Intel EVO Zenbook Flip 13 OLED Touch Panel|Pine Grey|2 in 1 Laptop|Processing & Multitasking|65W AC Adapter|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|2.4 GHz with Max Turbo Boost upto 4.2 GHz|No description available|Intel Integrated Iris Xe|4.0|854||
Laptop, Power Adaptor, User Guide, Warranty Documents|X515JA-BR381T|VivoBook 15|Slate Grey|Thin and Light Laptop|Processing & Multitasking|45 W AC Adapter|No description available|No description available|Core i3|10th Gen|No|No description available|4 GB|DDR4|1.2 GHz with Turbo Boost Upto 3.4 GHz|No description available|Intel Integrated UHD|2.0|855||
Laptop, Power Adaptor, User Guide, Warranty Documents|FX506LH-HN258T|TUF Gaming F15|Black Plastic|Gaming Laptop|Gaming, Processing & Multitasking|150 W AC Adapter|GDDR6|4 GB|Core i5|10th Gen|Yes|512 GB|8 GB|DDR4|2.5 GHz to max turbo frequency at 4.5 Ghz|No description available|NVIDIA GeForce GTX 1650|4.0|856||
Laptop, Power Adaptor, User Guide, Warranty Documents|F571GT-BN913TS|Vivobook Gaming|Star Black|Gaming Laptop|Gaming, Processing & Multitasking|150W AC Adapter|GDDR5|4 GB|Core i5|9th Gen|Yes|512 GB|8 GB|DDR4|2.4 GHz with Turbo Boost Upto 4.1 GHz|No description available|NVIDIA GeForce GTX 1650|4.0|857||
Laptop, Power Adaptor, User Guide, Warranty Documents|FX516PM-HN156TS|TUF Dash F15 (2021)|Moonlight White|Gaming Laptop|Gaming, Processing & Multitasking|200 W AC Adapter|GDDR6|6 GB|Core i5|11th Gen|Yes|512 GB|16 GB|DDR4|3.1 GHz upto max turbo frequency at 4.4 Ghz|No description available|NVIDIA GeForce RTX 3060|4.0|858||
Laptop, Battery, Power Adapter, User Guide|GP65 Leopard 10SEK-830IN|GP65 Leopard|Black&Silver|Gaming Laptop|Gaming, Processing & Multitasking|230 W AC Adapter|GDDR6|6 GB|Core i7|10th Gen|Yes|256 GB|16 GB|DDR4|2.6 GHz with Turbo Boost Upto 5 GHz|No description available|NVIDIA GeForce RTX 2060|0.0|859||
Laptop, Power Adaptor, User Guide, Warranty Documents|M515DA-BQ312TS|VivoBook 15|Transparent Silver|Thin and Light Laptop|Processing & Multitasking|45W AC Adapter|No description available|No description available|Ryzen 3 Dual Core|No description available|Yes|256 GB|4 GB|DDR4|2.6 GHz with Turbo Boost Upto 3.5 GHz|No description available|AMD Radeon|2.0|860||
Laptop, Power Adaptor, User Guide, Warranty Documents|14s- DR2016TU|14s|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|4.2 GHz with Turbo Boost Technology|No description available|Intel Integrated Iris Xe|4.0|861||
Laptop, Power Adaptor, User Guide, Warranty Documents|A515-56-5695|Aspire 5|Silver|Thin and Light Laptop|Processing & Multitasking|45W AC Adapter|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|No description available|No description available|Intel Integrated Iris Xe|0.0|862||
Laptop, battery, adapter, cables and user manuals|Inspiron 3505|Inspiron|Softmint|Notebook|Processing & Multitasking, Everyday Use|No description available|No description available|No description available|Ryzen 3 Dual Core|No description available|No|No description available|8 GB|DDR4|2.3 GHz to max turbo frequency at 3.5 Ghz|16|AMD Radeon Vega|2.0|863||
Laptop, Power Adaptor, User Guide, Warranty Documents|AN515-44/ AN515-44-R9QA / AN515-44-R8VS|Nitro 5|Obsidian Black|Gaming Laptop|Processing & Multitasking, Gaming|135 W AC Adapter|GDDR6|4 GB|Ryzen 5 Hexa Core|No description available|Yes|256 GB|8 GB|DDR4|3 GHz with Turbo Boost Upto 4 GHz|Upto 32 GB|NVIDIA GeForce GTX 1650|6.0|864||
Laptop, Battery, Adapter, Cables and User Manuals|vostro 3400/vostro 3401|Vostro|Accent Black|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i3|11th Gen|No|No description available|8 GB|DDR4|1.7 GHz with Turbo Boost Upto 4.1 GHz|16|Intel Integrated UHD|2.0|865||
Laptop, Power Adaptor, User Guide, Warranty Documents|14s-fq1030AU|14s|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Ryzen 5 Hexa Core|No description available|Yes|512 GB|8 GB|DDR4|4.0 GHz Max Turbo Frequency|No description available|AMD Radeon|6.0|866||
Laptop, Battery, Adapter, Cables and User Manuals|Vostro 3400|Vostro|Dune|Thin and Light Laptop|Processing & Multitasking|No description available|GDDR5|2 GB|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|2.4 GHz with Turbo Boost Upto 4.2 GHz|16|NVIDIA GeForce MX330|4.0|867||
Laptop, Power Adapter, User Manual|15s-DR3500TX|15s|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|GDDR5|2 GB|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|4.20 GHz Max Turbo Frequency|Upto 16 GB|NVIDIA GeForce MX350|4.0|868||
Laptop, Power Adaptor, User Guide, Warranty Documents|A515-45-R0HB|Aspire 5|Silver|Thin and Light Laptop|Processing & Multitasking|45 W AC Adapter|No description available|No description available|Ryzen 5 Hexa Core|No description available|Yes|512 GB|8 GB|DDR4|No description available|24|AMD Radeon|6.0|870||
Laptop, Power Adaptor, User Guide, Warranty Documents|Z2-485|No description available|Black|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i7|8th Gen|No|No description available|8 GB|DDR4|No description available|32|Intel Integrated UHD 620|0.0|871||
Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus|UX482EG-KA521TS|ZenBook Duo 14 (2021) Touch Panel|Celestial Blue|Thin and Light Laptop|Processing & Multitasking|65 W AC Adapter|GDDR6|2 GB|Core i5|11th Gen|Yes|512 GB|16 GB|LPDDR4X|2.4 GHz with Turbo Boost Upto 4.2 GHz|No description available|NVIDIA GeForce MX450|4.0|872||
Laptop, Power Adaptor, User Guide, Warranty Documents|15s-eq0500AU|15s|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Ryzen 5 Quad Core|No description available|Yes|512 GB|8 GB|DDR4|2.1 GHz with Turbo Boost Upto 3.7 GHz|No description available|AMD Radeon Vega 8|4.0|873||
Laptop, Power Adaptor, User Guide, Warranty Documents|14s- DQ2535TU|14s|Natural Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|DDR4|4.2 GHz with Max Turbo Frequency|No description available|Intel Integrated Iris Xe|4.0|874||
Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, Sleeve, Stand, Stylus|UX482EA-KA501TS|ZenBook Duo 14 (2021) Touch Panel Intel EVO|Celestial Blue|Thin and Light Laptop|Processing & Multitasking|65 W AC Adapter|No description available|No description available|Core i5|11th Gen|Yes|512 GB|8 GB|LPDDR4X|2.4 GHz with Turbo Boost Upto 4.2 GHz|No description available|Intel Integrated Iris Xe|4.0|875||
Laptop, Power Adaptor, User Guide, Warranty Documents|KM513UA-BQ512TS|No description available|Indie Black|Thin and Light Laptop|Processing & Multitasking|65W AC Adapter|No description available|No description available|Ryzen 5 Hexa Core|No description available|Yes|256 GB|8 GB|DDR4|2.1 GHz with Turbo Boost Upto 4.0 GHz|No description available|AMD Radeon Intel HD Graphics 5500|6.0|876||
Laptop, Power Adaptor, User Guide, Warranty Documents|K413EA-EB303TS|No description available|Transparent Silver|Thin and Light Laptop|Processing & Multitasking|No description available|No description available|No description available|Core i3|11th Gen|Yes|512 GB|8 GB|DDR4|3.0 GHz with Turbo Boost Upto 4.1 GHz|No description available|Intel Integrated UHD|2.0|877||
